trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path,dense_zones_json,dpc_peak_density,support_price_max_density,resistance_price_max_density,chip_engine_days
20260224,159003.SZ,87.99436475985495,0.9987985345952368,"[{'price': 100.0, 'density': 0.07913633014661747, 'type': 'resistance'}]",0.38244995804146237,0.38244995804146237,0.40888399645413365,0.0,86.0,-39.0,94.0,209.0,1.6513822109625438,106.84999999999988,0.0,-247.0,333.0,0.39520958083832336,-54.0,1.3025932713874874e-06,,,-0.9899996663857955,0.36785441441069505,0.5460526315789473,72.0,68.43266666666666,0.38244995804146237,,,,,,,,,,,,,True,True,72,0.38244995804146237,,,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159003_SZ_20260224.npz,"[{""price"":100.0,""density"":0.07913633014661747,""type"":""resistance""}]",0.07913633014661747,,100.0,0
