trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path
20260320,159003.SZ,84.16627639788865,0.993931845416531,"[{'price': 100.0, 'density': 0.0786033501528872, 'type': 'resistance'}]",0.4280601138576216,0.4280601138576216,0.4280601138576216,0.00732774422548832,568.0,-2.0,90.0,38.0,2.2398745714025754,202.39999999999986,0.0,530.0,38.0,0.47368421052631576,-26.0,5.473089618809588e-09,,,-5.242120624571797e-05,0.3159072691990386,0.6802721088435374,68.0,6136.333333333334,0.4280601138576216,0.6111111111111112,0.6111111111111112,0.17910992237548573,0.9543326703232677,-0.37086147868327257,2.337085641649995,1.3752390667673489,-3.0,,-0.5435807516987683,1.207109432438368,1.207109432438368,True,True,68,0.4280601138576216,0.6521198757959983,-0.0010776717046330209,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159003_SZ_20260320.npz
