trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path,vpin_rank_xs,delta_vpin_z_xs,ofi_skew_z_xs,kyle_lambda_z_xs,rv_bipower_z_xs,vwap_dev_z_xs
20260326,159003.SZ,76.67708468991961,0.958808837804418,"[{'price': 100.0, 'density': 0.077450670691445, 'type': 'resistance'}]",,,,0.0,-60.0,-27.0,-204.0,-90.0,-0.05844490514638002,120.0,0.0,27.0,-87.0,0.3333333333333333,-27.0,9.531835513811838e-09,,,-0.0002498955550740585,-0.9625321040048871,0.5195530726256983,19.0,6236.833333333334,,,,0.0,-0.6421912019805329,-0.7392146202344503,-0.1270004491100988,0.008843144641528525,-3.0,,-2.3211718488251925,-1.4758748326515605,-1.4758748326515605,True,True,19,,-0.34263578164711894,-0.010952396543192022,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159003_SZ_20260326.npz,,0.02893674293405113,-0.06123822341857338,-0.32629107981220656,,-0.4300134589502019
20260326,159005.SZ,94.31506545792158,0.9180593090624353,"[{'price': 100.0, 'density': 0.07808254446404252, 'type': 'support'}]",0.5921653368552343,0.5921653368552343,0.5921653368552343,0.16350511784186172,-25.0,261.0,364.0,234.0,-0.5895895474169327,200.10000000000014,0.0,-259.0,234.0,0.4666666666666667,-108.0,3.757220838798611e-10,,,0.00018834937514108831,-0.2570736405943856,0.5508196721311476,38.0,2456.9666666666667,0.5921653368552343,1.0,1.0,2.0419663982779164,-0.4697629760119345,0.9414766851027474,-0.7369579907515265,1.973104461975403,-0.8255869072928183,,1.2531267027032875,-0.4090036969187683,-0.4090036969187683,True,True,38,0.5921653368552343,-0.4163515406335384,-0.011993434607147746,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159005_SZ_20260326.npz,0.4893390191897654,0.38963660834454916,-0.27388963660834453,-0.1510172143974961,,0.5
20260326,159103.SZ,1.9262275983671855,0.21563566291448974,"[{'price': 0.77, 'density': 0.009559734161040325, 'type': 'resistance'}, {'price': 0.839, 'density': 0.009010574032727417, 'type': 'resistance'}, {'price': 0.899, 'density': 0.006459127904862613, 'type': 'resistance'}, {'price': 0.802, 'density': 0.0032327449705068997, 'type': 'resistance'}, {'price': 0.9410000000000001, 'density': 0.002465414721182011, 'type': 'resistance'}, {'price': 0.996, 'density': 0.001433383975229103, 'type': 'resistance'}]",0.32041303309698005,0.32041303309698005,0.32041303309698005,0.0,-160155.0,-7203.0,9458.0,-1978.0,0.499694678197103,9382.0,0.0,-149743.0,-10412.0,0.5274725274725275,-2346.0,3.1949869523595176e-09,8.292789060909822e-05,0.7776017525522726,-0.01068393471179697,-0.38514343234411147,0.39623324882289024,34.0,251760.46666666667,0.32041303309698005,0.2,0.2,0.0,-1.2201301315264197,0.07569514311463146,0.379241423413856,-2.755502950312478,3.0,0.7280713551527312,-1.4980186776976827,1.545984503743608,1.545984503743608,True,True,34,0.32041303309698005,-0.0,-0.04068265087439535,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159103_SZ_20260326.npz,0.04371002132196167,0.02893674293405113,0.15006729475100944,0.19953051643192488,0.3674698795180723,-0.15679676985195157
20260326,159106.SZ,11.017458142785703,0.248242395345378,"[{'price': 1.059, 'density': 0.02065263321979026, 'type': 'resistance'}, {'price': 1.021, 'density': 0.006670250903212213, 'type': 'resistance'}, {'price': 1.0, 'density': 0.004968590902174796, 'type': 'support'}]",,,,0.0,-97552.0,1498.0,10867.0,10953.0,0.06832672443594999,3455.0,0.0,-7168.0,-90384.0,0.46756756756756757,-201.0,5.076782868567235e-08,,,-0.008485589160594881,-1.6222951974199868,0.15203619909502264,9.0,123963.63333333335,,,,,,,,,,,,,,True,True,9,,,-0.1131800879711557,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159106_SZ_20260326.npz,,,,,,
20260326,159107.SZ,6.865308354265,0.2103088251648901,"[{'price': 0.997, 'density': 0.007023807658586708, 'type': 'resistance'}, {'price': 0.924, 'density': 0.006865484891221226, 'type': 'resistance'}, {'price': 0.855, 'density': 0.005119932656676131, 'type': 'resistance'}, {'price': 0.885, 'density': 0.004731771160411617, 'type': 'resistance'}, {'price': 1.079, 'density': 0.0010500719911337752, 'type': 'resistance'}]",,,,0.0,-748018.0,0.0,17123.0,39483.0,1.8152463557186602,11341.599999999997,0.0,-331068.0,-416950.0,0.5220145707950586,-1273.0,9.303337366841582e-10,0.0001590307026283052,0.7580513661999476,-0.011262246061982424,-0.6573819180469804,0.5868334119867862,25.0,2154709.5666666664,,,,0.0,-0.8791953782059306,0.3343707990830747,3.0,-3.0,3.0,-0.9924148483376648,-1.5132010051427094,-1.2476973807690095,-1.2476973807690095,True,True,25,,-0.0,-0.021024850972337666,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159107_SZ_20260326.npz,,0.02893674293405113,0.4609690444145357,0.19953051643192488,-0.3072289156626506,-0.16756393001345893
20260326,159108.SZ,7.170763929140625,0.1634277223797322,"[{'price': 1.0270000000000001, 'density': 0.006827277982189341, 'type': 'resistance'}, {'price': 1.0870000000000002, 'density': 0.006256429696344241, 'type': 'resistance'}, {'price': 1.145, 'density': 0.0038859875462120626, 'type': 'resistance'}, {'price': 0.9420000000000001, 'density': 0.0038041919264044034, 'type': 'resistance'}, {'price': 0.919, 'density': 0.0035623315344344825, 'type': 'support'}, {'price': 0.972, 'density': 0.0016862752759228404, 'type': 'resistance'}]",,,,0.0,-245764.0,11762.0,10856.0,-907.0,0.5426446379324804,10000.0,0.34483807180902365,-122496.0,-123268.0,0.5,-4488.0,8.438038225039043e-09,,,-0.010793628547511412,-1.2079444223874325,0.3004005340453939,14.0,339485.63333333336,,,,0.0,-0.3978899975987872,-0.130426951598073,0.11650710031000716,-1.0823782223148257,3.0,,-2.068923581235451,-0.6995404948815125,-0.6995404948815125,True,True,14,,-0.0,0.04902646829277764,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159108_SZ_20260326.npz,,0.02893674293405113,0.054508748317631195,0.19953051643192488,,-0.3788694481830417
20260326,159119.SZ,23.385039459487498,0.3935128406298378,"[{'price': 1.087, 'density': 0.013003594063288102, 'type': 'resistance'}, {'price': 1.1440000000000001, 'density': 0.009066209661843867, 'type': 'resistance'}, {'price': 1.114, 'density': 0.008110855151177248, 'type': 'resistance'}, {'price': 1.044, 'density': 0.002338381009849676, 'type': 'support'}]",0.2717124529819118,0.2717124529819118,0.2717124529819118,-0.06099610887516349,-159309.0,11130.0,14864.0,9315.0,-0.35756708133578785,10000.0,0.0,-99099.0,-60210.0,0.4690529455630127,0.0,3.484987863721553e-09,,,-0.006519294863838134,-0.12197305177238073,0.28649279875437916,44.0,177997.0,0.2717124529819118,0.19047619047619047,0.14285714285714285,-2.202407811741255,-0.6473304979695447,0.02330001609857546,-1.0113964272042548,0.0,3.0,,-1.6785700800380847,-0.204626100742966,-0.204626100742966,True,True,44,0.2717124529819118,-0.0,0.0150794360540078,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159119_SZ_20260326.npz,0.03304904051172708,-0.32907133243607,-0.32907133243607,0.19953051643192488,,-0.2617765814266487
20260326,159122.SZ,60.57795286551103,0.8568399268210923,"[{'price': 1.046, 'density': 0.014633813270555312, 'type': 'support'}]",0.4150458690654599,0.4150458690654599,0.42281167338128506,0.12385120982783765,489845.0,909.0,10087.0,35130.0,0.14375326720678816,6433.799999999996,0.5416436018629646,353261.0,136584.0,0.5340425531914894,0.0,6.0064347111835544e-09,4.207647163212954e-05,0.9382867733923055,-0.008688225067505436,0.17508182703050523,0.35030549898167007,59.0,96188.86666666665,0.4150458690654599,0.8888888888888888,0.5185185185185185,1.6596985242020263,0.5208889768526405,1.5060098104700248,0.4133796337473305,-3.0,3.0,0.43534137413677937,-1.8356580818380084,0.26982195045828017,0.26982195045828017,True,True,59,0.4150458690654599,0.11019878090622993,0.06942956541538214,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159122_SZ_20260326.npz,0.4317697228144989,0.3707940780619112,0.1635262449528937,0.19953051643192488,0.32530120481927716,-0.3061911170928667
20260326,159123.SZ,33.59767923047486,0.7684622840204557,"[{'price': 1.175, 'density': 0.01451863986254953, 'type': 'resistance'}]",,,,0.0,107398.0,2085.0,-901.0,30798.0,0.3019325032916797,3438.199999999997,0.5663877248374926,74739.0,32659.0,0.5042881646655232,-612.0,3.284255307235257e-09,7.903822887804718e-05,0.8357555092586599,-0.005469866362837951,-0.7219522887971302,0.4489628820960698,24.0,392027.3,,,,0.0,0.07781564512089799,0.9214284265498881,-0.024808238409970505,-0.20645571874253582,3.0,0.10490271575279332,-0.587663696905791,-0.6569324348351159,-0.6569324348351159,True,True,24,,0.0,-0.01002090196148897,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159123_SZ_20260326.npz,,0.02893674293405113,-0.003364737550471064,0.19953051643192488,0.21887550200803207,0.33983849259757737
20260326,159129.SZ,23.532311646845024,0.33910822860662837,"[{'price': 1.249, 'density': 0.007318176798768174, 'type': 'resistance'}, {'price': 1.226, 'density': 0.007237210872833627, 'type': 'resistance'}, {'price': 1.121, 'density': 0.005356336506009772, 'type': 'support'}, {'price': 1.1780000000000002, 'density': 0.0036010809169427093, 'type': 'resistance'}]",,,,0.0,1823100.0,-2116.0,2037.0,-7124.0,1.0113118269706283,19117.0,0.3406637886254162,1656332.0,166768.0,0.5001894657067071,0.0,9.188402242898373e-10,0.00013215641116938996,0.7912813379123429,-0.006534148112781292,-0.7363501359333606,0.6926006528835691,23.0,1443754.2666666666,,,,0.4773119078543906,0.4781992384047867,-0.7741721515505632,0.5169838396652074,3.0,3.0,-1.019476459605699,-0.7325706183069001,-2.211978367883492,-2.211978367883492,True,True,23,,0.0,0.019820368105252728,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159129_SZ_20260326.npz,,0.27388963660834453,0.20121130551816957,0.19953051643192488,-0.3313253012048193,0.2792732166890982
