trade_date,code,profit_ratio,asr,dense_zones,ms_vpin_raw,ms_vpin_filtered,ms_vpin_max,ms_ofi_daily,ms_ofi_240,ms_kyle_lambda,ms_vs_max,ms_sv_240,ms_vpin_rank,ms_vpin_max_rank,ms_ofi_daily_z,ms_kyle_lambda_z,ms_vs_max_logz,ms_sv_240_z,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,state_path
20260211,159363.SZ,53.591912752130234,0.7243015120295583,"[{'price': 1.102, 'density': 0.00571186380133878, 'type': 'resistance'}]",0.1919075337529421,0.1919075337529421,0.1919075337529421,,,1.0534018484297622e-07,8.642499832857247,-52264.9584484589,0.5,0.5,0.0,0.0,0.0,0.0,False,False,50,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159363_SZ_20260211.npz
