trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path
20260302,159855.SZ,30.876666687357694,0.9396444373605483,"[{'price': 1.004, 'density': 0.01937916923840524, 'type': 'resistance'}, {'price': 1.038, 'density': 0.008888505869019741, 'type': 'resistance'}]",0.24670753641835932,1.0,1.0,0.0,596107.0,0.0,7848.0,23251.0,6.03464655976462,10000.0,0.29520751708966286,376148.0,219959.0,0.4673036727381308,-342.0,7.66062668868315e-10,0.0006048744096412807,0.5187668097492882,-0.002106207805555674,0.0019146467838887325,0.8776047904191617,50.0,1076608.7,0.24670753641835932,,,,,,,,,,,,,True,True,50,0.0,,0.08662811592615738,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159855_SZ_20260302.npz
