trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path,vpin_rank_xs,delta_vpin_z_xs,ofi_skew_z_xs,kyle_lambda_z_xs,rv_bipower_z_xs,vwap_dev_z_xs
20260312,159003.SZ,86.73327544963954,0.794203339269677,"[{'price': 100.0, 'density': 0.07583793319830444, 'type': 'support'}]",,,,0.0,160.0,-94.0,-96.0,-162.0,-0.24747648844039363,200.0,0.0,124.0,36.0,0.48936170212765956,-13.0,1.510056415144346e-09,,,2.6414899965634812e-06,-1.127107041669537,0.5389048991354467,16.0,6543.833333333334,,,,-0.27158207507626403,-0.24783161911604004,-1.2991423002726536,-0.27663782561948375,2.8595229973098117,-3.0,,0.04270604870204996,-2.532956967883023,-2.532956967883023,True,True,16,,-0.182073342602393,-0.09581745022236465,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159003_SZ_20260312.npz,,-0.17901234567901236,-0.1008230452674897,-0.3054263565891473,,0.08024691358024694
20260312,159005.SZ,66.88375897499016,0.9022231224904204,"[{'price': 100.0, 'density': 0.07603843792585696, 'type': 'resistance'}]",2.248174620513487e-05,2.248174620513487e-05,2.248174620513487e-05,-0.25239374648729007,76.0,141.0,-5.0,361.0,1.689664621520919,125.7499999999991,0.0,-211.0,287.0,0.32558139534883723,-2142.0,-7.483084035019064e-05,,,-4.735344368414009e-05,0.8571922531805535,0.36074270557029176,117.0,2455.3,2.248174620513487e-05,0.1,0.1,-2.109770641659613,-0.11700349909287876,1.4827531727115966,1.9737455457957658,0.2553660928306709,,,-0.3449992556701681,1.040290384566189,1.040290384566189,True,True,117,2.248174620513487e-05,-0.0395091775582929,0.01115103352145419,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159005_SZ_20260312.npz,-0.2031578947368421,-0.3545953360768176,0.39711934156378603,,,-0.13237311385459533
20260312,159103.SZ,16.884254551520115,0.2620116234463923,"[{'price': 0.9, 'density': 0.01220682064964462, 'type': 'resistance'}, {'price': 0.859, 'density': 0.007294817244354422, 'type': 'resistance'}, {'price': 0.9390000000000001, 'density': 0.0051366872706346605, 'type': 'resistance'}, {'price': 0.84, 'density': 0.004702869068541953, 'type': 'support'}, {'price': 0.998, 'density': 0.003258866959911924, 'type': 'resistance'}]",,,,0.0,89679.0,-15623.0,-19752.0,-72268.0,0.15920144038313525,25000.0,0.0,204791.0,-115112.0,0.5042892156862745,-589.0,2.9418938867478354e-09,,,-0.00031746129129786463,-1.3519411463231708,0.287436084733382,12.0,263927.7,,,,0.0,-0.4625454955373521,-2.4025854526409343,-0.7491377482070152,0.6744907594765952,-3.0,,0.1815580685079632,-1.812369325083497,-1.812369325083497,True,True,12,,-0.0,0.010227922545138324,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159103_SZ_20260312.npz,,0.02537722908093276,-0.266803840877915,-0.3054263565891473,,0.13237311385459538
20260312,159107.SZ,17.597389516462776,0.49746702956226996,"[{'price': 0.97, 'density': 0.009705447222128818, 'type': 'resistance'}, {'price': 0.9890000000000001, 'density': 0.00948684358989491, 'type': 'resistance'}, {'price': 0.931, 'density': 0.0046221483800658394, 'type': 'support'}, {'price': 1.087, 'density': 0.0014385296422877226, 'type': 'resistance'}]",,,,0.0,-235489.0,-22336.0,-47165.0,-63436.0,-0.052913981773792626,23208.4,0.0,-297267.0,61778.0,0.5015664160401002,-490.0,9.023205699296445e-10,0.00017179379115675396,0.709790399443738,-0.005230950518158851,-0.6383596714413596,0.5799097601519829,26.0,1960712.2666666666,,,,0.0,-0.2136393051858329,-2.1883673539432067,0.19211942985618877,0.9601899900363154,3.0,-1.3441640252887668,-0.7831904585133027,-1.4415716923062434,-1.4415716923062434,True,True,26,,-0.0,-0.02072270479573113,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159107_SZ_20260312.npz,,0.02537722908093276,0.09122085048010975,0.21395348837209305,-0.47076023391812866,-0.3559670781893004
20260312,159108.SZ,44.80307850901937,0.41736088854534326,"[{'price': 1.024, 'density': 0.010180512292440385, 'type': 'support'}, {'price': 1.088, 'density': 0.004720538524268266, 'type': 'resistance'}, {'price': 1.145, 'density': 0.004392177202890466, 'type': 'resistance'}]",,,,0.0,2137.0,-288.0,-275.0,-14873.0,1.1682206383397,10000.0,0.0,-19528.0,21665.0,0.47472150814053127,-1100.0,2.7547339850309026e-09,,,-0.0020082376292149652,-1.4765999810125654,0.2859437751004016,11.0,365828.6,,,,0.0,-0.45243073402229617,-0.20305959300657467,0.7703086975108572,-1.8658730308390274,3.0,,-0.21466936131112754,-1.4052677455616804,-1.4052677455616804,True,True,11,,-0.0,0.05662407338968972,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159108_SZ_20260312.npz,,0.02537722908093276,0.25308641975308643,0.21395348837209305,,-0.041838134430727036
20260312,159119.SZ,97.45648815974688,0.13041809142095495,"[{'price': 1.097, 'density': 0.010607310071961232, 'type': 'support'}, {'price': 1.153, 'density': 0.010108233466021074, 'type': 'support'}, {'price': 1.0450000000000002, 'density': 0.0029346575132201055, 'type': 'support'}]",0.22145078026020584,0.22145078026020587,0.25363664342875686,-0.014111407674967852,-342514.0,9390.0,9079.0,9310.0,-0.5430824599522219,10000.0,0.0,-382544.0,40030.0,0.5124528301886793,-17.0,4.0903176979733646e-09,0.02509590777750374,0.9999272454828435,0.005217863759408975,0.1449962477932302,0.43375680580762255,57.0,163258.0,0.22145078026020584,0.15384615384615385,0.15384615384615385,-1.0697859721726106,-1.3904457068499623,0.09295562922131448,-2.2321247019820913,0.0,3.0,3.0,1.2534943263733478,0.5647507062092901,0.5647507062092901,True,True,57,0.08318121479697153,-1.3197134044779224,-0.08046609612930475,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159119_SZ_20260312.npz,-0.16526315789473683,-0.294238683127572,-0.4547325102880658,0.21395348837209305,0.48635477582846,0.4108367626886146
20260312,159122.SZ,91.71352652078451,0.36162739178575554,"[{'price': 1.026, 'density': 0.012303998918540495, 'type': 'support'}, {'price': 1.063, 'density': 0.010117976221063363, 'type': 'support'}, {'price': 0.9990000000000001, 'density': 0.008905466237461256, 'type': 'support'}]",0.2520445769557116,0.6057653123908863,0.6189995117319752,-0.3445747893766137,715160.0,-3357.0,-1947.0,-7056.0,0.2890665362095691,10000.0,0.5548570007440925,324084.0,391076.0,0.5372374283895608,-31.0,5.390059311113146e-10,3.859713967901587e-05,0.868459717738053,0.00920403660714445,0.28227201692252624,0.29307090860070095,66.0,80302.26666666666,0.2520445769557116,0.5789473684210527,0.7894736842105263,-3.0,1.255969693891977,0.18631214081232395,2.004319349463197,0.0,3.0,1.9328911461346474,2.943284009469912,1.132295942329282,1.132295942329282,True,True,66,0.0,1.0478185027092919,0.05896659736515936,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159122_SZ_20260312.npz,0.1484210526315789,-0.443758573388203,0.4012345679012346,0.21395348837209305,0.43957115009746583,0.4890260631001372
20260312,159123.SZ,98.79521933224845,0.13774820053212788,"[{'price': 1.174, 'density': 0.012312922419073795, 'type': 'support'}, {'price': 1.008, 'density': 0.0012664507019311015, 'type': 'support'}]",,,,0.0,441235.0,2410.0,29749.0,25353.0,0.09101854434884361,20000.0,0.5141929683685633,-220959.0,662194.0,0.5261820030503305,-397.0,6.323814521709475e-10,4.462717273719646e-05,0.9069668785682246,0.010369897596755573,-0.522700924518987,0.6037946428571428,29.0,456654.1666666666,,,,0.0,1.0321136383874183,1.1080791350772978,-0.5304136367934194,3.0,-3.0,-0.7427435629732897,1.8088592855659584,0.31490243078928154,0.31490243078928154,True,True,29,,1.0072442272183808,-0.017344801448674646,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159123_SZ_20260312.npz,,0.02537722908093276,-0.19547325102880658,-0.3054263565891473,-0.24658869395711502,0.4629629629629629
20260312,159129.SZ,87.14643372097089,0.6843635168088363,"[{'price': 1.2309999999999999, 'density': 0.01540500649032781, 'type': 'support'}]",0.34729053908630403,0.34729053908630403,0.3546505061935906,0.001305254030060654,1724794.0,0.0,-86.0,59510.0,0.11952298898225971,13622.299999999963,0.23801309933042888,751180.0,973614.0,0.4647058823529412,0.0,1.1268248192583966e-10,0.0005660313452276196,0.5085664732574007,-0.00013635338958829004,0.6384768067383251,0.8623959296947271,94.0,1192024.0333333332,0.34729053908630403,0.7777777777777778,0.16666666666666666,0.7249848613971732,0.9933349090448277,2.0237562745390387,-1.1989042900983469,1.8304936460031909,-3.0,3.0,-0.42114559888106506,2.215060715480565,2.215060715480565,True,True,94,0.23477062543865745,0.7379769872312067,0.016284342044627698,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159129_SZ_20260312.npz,0.3042105263157895,0.2887517146776406,-0.3683127572016461,-0.3054263565891473,0.48635477582846,-0.17489711934156377
20260312,159133.SZ,87.5053122707569,0.6699353696966992,"[{'price': 1.2650000000000001, 'density': 0.014349452638003987, 'type': 'support'}]",0.4259052026800158,0.4545770220206587,0.46427175750134847,0.08012628968708818,330096.0,0.0,7834.0,8450.0,-0.4254264896206702,9227.5,0.0,404870.0,-74774.0,0.5036171396772399,-474.0,2.4647260526557337e-11,0.00014859448995092444,0.6852335191253043,-0.000777080890720043,0.1563799169424135,0.7400366468163078,58.0,962843.2,0.10818392554296008,0.0,0.45,2.879633704116831,-0.024665048813667653,-0.5729296366337752,-1.5668981389375751,-1.5065565622058799,-3.0,-0.19191647909242338,-0.49624346624623006,-0.20453822144992118,-0.20453822144992118,True,True,58,0.284734997616844,-0.01850140715860135,0.006342190076795706,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159133_SZ_20260312.npz,-0.3894736842105263,0.4039780521262003,-0.41906721536351166,-0.3054263565891473,0.06920077972709548,-0.21330589849108367
