trade_date,code,profit_ratio,asr,dense_zones,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,premium_vpin_cross,profit_ofi_divergence,asr_velocity_1d,asr_velocity_5d,state_path
20260227,159611.SZ,75.9518984457087,0.7928305618235674,"[{'price': 1.09, 'density': 0.03329814429355175, 'type': 'support'}]",0.381873442666094,0.38187344266609397,0.6579044809668528,0.0,1217208.0,0.0,36051.0,55930.0,5.8400857687792636,8040.549999999994,0.0,963279.0,253929.0,0.5256546731956568,0.0,4.6502569702926256e-11,0.0011412803419267312,0.29880484176423705,0.0064032161416104185,0.683679504621904,0.978794877178249,99.0,3774905.933333333,0.381873442666094,,,,,,,,,,,,,True,True,99,0.04844213230069083,,0.5554615842926064,,D:\Quantitative_Trading\etf_chip_engine\data\chip_snapshots\159611_SZ_20260227.npz
