trade_date,code,profit_ratio,profit_ratio_ema_short,profit_ratio_ema_long,asr,dense_zones,tick_size,bucket_size,shares_today,shares_source,shares_degraded,shares_low_confidence,corp_action_factor,corp_action_applied,change_3d,change_5d,open_pct,close_pct,high_pct,low_pct,ma5_pos,ma10_pos,rsi_5,vol_ratio,sh_change,cy_change,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,vpin_orthogonalized,vpin_rank,vpin_max_rank,delta_vpin_z,ofi_daily_z,ofi_240_z,ofi_skew_z,ofi_95th_z,kyle_lambda_z,rv_bipower_z,vwap_dev_z,vs_z,vs_max_logz,ms_snapshot_has_l1,ms_ofi_available,ms_n_buckets_actual,state_path,prev_trade_date,prev_state_path,prev_state_found,prev_state_loaded,cold_start_used,cold_start_reason,state_init
20260320,600201.SH,7.252259930717633,5.902,6.5927,0.33991419257889394,"[{'price': 15.84, 'density': 0.004599325269049409, 'type': 'resistance'}, {'price': 15.010000000000002, 'density': 0.004589707390460225, 'type': 'resistance'}, {'price': 17.560000000000002, 'density': 0.0010483229908328587, 'type': 'resistance'}, {'price': 18.02, 'density': 0.0010381623630911973, 'type': 'resistance'}]",0.01,868607.5409836066,1111747826.0,xtdata_floatvolume,False,False,1.0,False,-3.183023872679048,-3.3112582781456954,-0.8091706001348564,-1.5509103169251546,0.0,-3.641267700606872,-3.776129467296025,-3.243425488873904,40.80882352941176,1.017876852884357,-1.2354762898372464,1.2994458014755055,0.14637151687913807,0.14637151687913807,0.14637151687913807,8.326672684688674e-17,-16385.0,0.0,-154.0,-415.0,4.385058807159665,279.14999999999964,0.5572480159251343,-17085.0,700.0,0.45490981963927857,-303.0,1.1131847051634149e-07,0.0017803649841672412,0.2605821616696131,0.007871953910357745,-0.19065584344798914,0.9510401344820341,41.0,0.14637151687913807,0.14285714285714285,0.14285714285714285,0.0,-0.3240751551264313,0.15907307283233899,1.3715673851968375,0.21250085217918008,0.1172149203398485,3.0,1.0210266599290574,2.0397234512623714,2.0397234512623714,True,True,41,D:\Quantitative_Trading\stock_chip_engine\data\chip_snapshots\600201_SH_20260320.npz,20260319,D:\Quantitative_Trading\stock_chip_engine\data\chip_snapshots\600201_SH_20260319.npz,True,True,False,,prev_state
