code,name,close,score,factor_a,factor_b,factor_c,amount
516620.SH,影视ETF,1.3159999999999998,0.9884615384615385,0.10162397455215132,3.1962608527278746,0.03724463316525848,632297053.0
159855.SZ,影视ETF,1.171,0.9852564102564103,0.09984033060956143,3.152654347240357,0.037141129276514265,670230254.0
516770.SH,游戏ETF华泰柏瑞,1.733,0.9115384615384615,0.047604654677346286,1.4465525729631277,0.021647417899600736,62704622.0
159869.SZ,游戏ETF,1.671,0.9038461538461539,0.048108887913190734,1.246762417198038,0.02239560577404925,1529910075.9999998
159830.SZ,上海金ETF,11.209,0.867948717948718,0.016915323586647272,1.4073466597840156,0.03925419900201251,114363253.0
159831.SZ,金ETF嘉实,10.850999999999999,0.867948717948718,0.016291953301707664,1.5477937371257444,0.0393865727439826,61924087.00000001
159713.SZ,稀土ETF,1.5070000000000001,0.8602564102564103,0.02663669187274347,1.1056339775493238,0.02775171500942189,163940938.0
513400.SH,道琼斯ETF,1.3299999999999998,0.858974358974359,0.05434222521701208,1.5560480246940998,0.013789617420263129,556540056.0
560280.SH,工程机械ETF,1.839,0.8551282051282052,0.053898392504083195,1.0674679654028778,0.020687338106549085,99664322.00000001
518680.SH,金ETF,11.241,0.8532051282051283,0.01740015838895799,1.2329005732906126,0.03883894725736334,375090899.0
