trade_date,vpin_raw,vpin_filtered,vpin_max,delta_vpin,ofi_daily,ofi_20,ofi_60,ofi_240,ofi_skew,ofi_95th,ofi_price_divergence,ofi_am_sum,ofi_pm_sum,ofi_pos_ratio,queue_pressure,kyle_lambda,rv_bipower,jump_ratio,vwap_dev,volume_surprise,bvc_quality,n_buckets_actual,bucket_size,vpin_orthogonalized
20260204,0.3154238556586579,0.3154238556586579,0.3154238556586579,0.0461844705946775,760444.0,0.0,0.0,123035.0,20.49327545421197,4445.699999999991,0.0,270110.0,490334.0,0.4308960270498732,0.0,-7.84842218743644e-10,0.005072312981085,0.2543427486928912,0.0018856979593786,-0.1615141225718154,0.9552269887546856,42.0,6404758.866666666,0.3154238556586579
20260205,0.3583824010752462,0.3583824010752462,0.3583824010752462,0.0891430160112659,710771.0,0.0,0.0,-113314.0,6.48462902271917,6381.849999999993,0.0,454003.0,256768.0,0.4943939073408081,0.0,1.695413773931661e-09,0.0049641577292725,0.2421817021539403,0.0010157497492697,-0.1893696049123922,0.9579254322016246,41.0,6437448.733333333,0.3583824010752462
20260206,0.2965828715893989,0.2965828715893989,0.2965828715893989,0.0273434865254185,-541027.0,0.0,0.0,85952.0,-4.516625142934158,6362.199999999997,0.0,-427448.0,-113579.0,0.5944174244026221,0.0,7.65783984305185e-10,0.004477783276424,0.2695918924152063,-0.0007421238581539,-0.1751907210936475,0.933125,41.0,6472045.566666666,0.2965828715893989
20260209,,,,0.0,392291.0,0.0,0.0,114712.0,8.274040278815942,5104.399999999998,0.0,-8557.0,400848.0,0.4603174603174603,-79488.0,-9.933420146189855e-10,0.0049150178812056,0.2641287336531212,0.0053185272985732,-0.6249520390175538,0.9608496459808412,26.0,6428923.833333334,
20260210,0.3746810930458269,0.3746810930458269,0.3746810930458269,0.1054417079818466,630509.0,0.0,0.0,2290.0,9.983379412874068,5349.9999999999945,0.0,284234.0,346275.0,0.460676532769556,-19115.0,3.7992661360097637e-10,0.0039405504380536,0.3059393181670008,0.0006709828906669,-0.422459189425602,0.9373047281816288,32.0,6384799.033333334,0.3746810930458269
20260211,,,,0.0,449659.0,0.0,0.0,-69300.0,9.212703621540385,5247.899999999998,0.0,11130.0,438529.0,0.5042408821034775,-3354.0,5.559580704271101e-10,0.004441255384542,0.3175483656501348,0.0016221666416029,-0.6169920860482913,0.9672984794834408,26.0,6326830.366666666,
20260212,0.36039272727301,0.36039272727301,0.36039272727301,0.0911533422090297,-854616.0,0.0,0.0,79709.0,-17.01756523726608,4929.549999999994,0.0,-930714.0,76098.0,0.5658536585365853,0.0,-3.959194019908392e-10,0.0047409734698856,0.2718669191461075,-0.0024551963011148,-0.2894391498367392,0.9466777754634452,37.0,6285872.4,0.36039272727301
20260213,0.2571341548924919,0.2571341548924919,0.2571341548924919,-0.0121052301714884,-410523.0,0.0,0.0,69355.0,-8.751231071641547,5179.399999999987,0.0,-161221.0,-249302.0,0.5080508474576271,0.0,8.15539815865989e-10,0.0049577601028739,0.2522454954774303,-0.0020191656177886,-0.3940213953262293,0.9516767340137472,33.0,6286835.033333334,0.2571341548924919
20260224,,,,0.0,-165873.0,0.0,0.0,-6278.0,-12.53787373656796,4313.15,0.0,-84027.0,-81846.0,0.521022607225861,0.0,-4.1334539722516655e-10,0.0058304321373213,0.2268545291365765,-0.0014171890948136,-0.671752813584647,0.9770881066444492,25.0,6167845.166666666,
20260225,0.3138679522460404,0.3138679522460404,0.3138679522460404,0.0446285671820601,-133867.0,0.0,0.0,84717.0,-11.450742598292338,4610.15,0.0,252559.0,-386426.0,0.6156613756613757,0.0,5.86696162004026e-10,0.0049628437051289,0.2145567333632708,0.0001577471043833,-0.4642643828238397,0.8794252394835486,31.0,5979287.133333334,0.3138679522460404
20260226,,,,0.0,-136146.0,0.0,0.0,97287.0,-0.1522277320482213,4977.15,0.0,-289741.0,153595.0,0.5464157327130471,0.0,-6.376066131475085e-10,0.0051911418018532,0.2642467705461421,-0.0007665130908144,-0.6201108845502123,0.9629243907519268,26.0,5815029.633333334,
20260227,,,,0.0,631677.0,0.0,0.0,71901.0,4.741172899045644,4539.299999999999,0.0,67748.0,563929.0,0.5523526918185672,0.0,-1.499242713135328e-09,0.0049017813762595,0.2890682845521515,0.0001650188918033,-0.6898020301836496,0.9573005623828368,25.0,5660521.0,
20260302,0.2770329546211312,0.2770329546211312,0.2770329546211312,0.0077935695571508,568287.0,0.0,0.0,48720.0,12.74450799522249,4858.349999999997,0.0,587498.0,-19211.0,0.4587563451776649,0.0,1.0057135161192695e-10,0.0058153592684961,0.1982876493324703,0.001894170023788,-0.1988960632357543,0.9602166215371798,40.0,5562699.933333334,0.2770329546211312
20260303,0.3245640915536031,0.3245640915536031,0.3785831355626697,0.0553247064896228,1681506.0,0.0,0.0,118598.0,12.832212557379489,6800.749999999998,0.0,1668683.0,12823.0,0.4342410808528604,0.0,8.899077741921133e-10,0.0054628660249669,0.1827287910968131,0.0061884943511051,0.5888745327686706,0.949802124557384,90.0,5500391.933333334,0.3245640915536031
20260304,0.2692393850639803,0.2692393850639803,0.3364088513490288,0.0,-391736.0,0.0,0.0,-33615.0,-6.751527406196056,6489.9999999999945,0.0,-719437.0,327701.0,0.5077215993230378,0.0,1.693243190294061e-09,0.0050949769229625,0.2144688938130614,0.0056623529422295,0.4231890171866986,0.9339720891480942,76.0,5551575.233333333,0.2692393850639803
20260305,0.2955969374117337,0.2955969374117337,0.2955969374117337,0.0263575523477533,739035.0,0.0,0.0,38204.0,-0.8187059837560553,5415.599999999997,0.0,685154.0,53881.0,0.4698057432432432,0.0,1.00692251150262e-09,0.0052193357657463,0.2179774658158026,0.0051586771152085,-0.1099100375865864,0.955018742190754,44.0,5572807.133333334,0.2955969374117337
20260306,0.2968729183538892,0.2968729183538892,0.2968729183538892,0.0012759809421555,-186986.0,0.0,0.0,-38398.0,-4.553923504117671,5982.849999999993,0.0,-299276.0,112290.0,0.4993633276740237,0.0,1.1592435354212047e-09,0.0042862062405972,0.2999744828663272,0.0011291746330337,-0.3537854988742901,0.9387755102040816,35.0,5553852.1,0.2968729183538892
20260309,0.2935365590503268,0.2935365590503268,0.2935365590503268,-0.0033363593035623,-433420.0,0.0,0.0,-205029.0,-7.166839518279761,5728.0,0.0,-118779.0,-314641.0,0.5078323454699407,0.0,6.425598181280221e-10,0.0044935496108415,0.2738015552227745,-0.0033321795279092,-0.1057746502216926,0.9416788169131431,44.0,5534371.5,0.2935365590503268
20260310,0.2592915167887586,0.2592915167887586,0.2592915167887586,-0.0342450422615681,37186.0,0.0,0.0,3161.0,0.391138824952126,5859.299999999992,0.0,56030.0,-18844.0,0.5851537645811241,0.0,-4.251102293490847e-10,0.0046743124923068,0.2814019579807111,0.0007836591730122,-0.3010721976846033,0.9523016038325348,37.0,5509834.966666666,0.2592915167887586
20260311,,,,0.0,626983.0,0.0,0.0,-16052.0,-0.1313687779186289,4344.0,0.0,186111.0,440872.0,0.5408206429780034,0.0,-2.211150650205536e-09,0.004925440154009,0.2751761811036401,0.0056101802851989,-0.6983060194463241,0.9593919200333194,24.0,5494464.066666666,
20260312,0.2830141019370082,0.2830141019370082,0.2830141019370082,0.0,204688.0,0.0,0.0,-18265.0,9.84254282502867,5425.499999999996,0.0,74534.0,130154.0,0.449238578680203,0.0,1.164299914628691e-09,0.0042393309033629,0.2862046425587065,0.0010829792423768,-0.5029246660732324,0.9223078525307228,30.0,5433109.866666666,0.2830141019370082
20260313,0.3741163823356792,0.3741163823356792,0.3741163823356792,0.0911022803986709,179617.0,0.0,0.0,-388.0,8.630049211811464,5609.299999999998,0.0,350308.0,-170691.0,0.4659187129551227,0.0,4.4653079244122786e-10,0.0045745474545962,0.2749715552875038,0.0016850269605547,-0.1235199208331646,0.9535513434701104,44.0,5385714.266666667,0.3741163823356792
20260316,0.2823685648238567,0.2823685648238567,0.2823685648238567,-0.0917478175118224,162674.0,0.0,0.0,16013.0,5.233994448748142,6662.349999999997,0.0,368516.0,-205842.0,0.4967223514485092,0.0,6.315605673279412e-10,0.0048760923528353,0.2517802773928056,0.0002452152600096,-0.2626166281669025,0.9531347635909184,38.0,5381405.3,0.2823685648238567
20260317,0.3111506609189381,0.3111506609189381,0.3917680016523142,0.0287820960950814,1853469.0,0.0,0.0,-26652.0,7.904652117733559,8139.699999999993,0.0,1009177.0,844292.0,0.4830938292476754,0.0,2.69236687042413e-10,0.0050940804315187,0.2357085686300896,0.0056315010675238,0.3025307033036043,0.9677150593626328,67.0,5355713.633333333,0.3111506609189381
20260318,0.305333136265495,0.305333136265495,0.305333136265495,-0.005817524653443,148354.0,0.0,0.0,33826.0,-2.184445206832528,6447.699999999974,0.0,205817.0,-57463.0,0.4970426700464723,0.0,-6.06698747493127e-10,0.0049011106340628,0.2261766868374515,0.0004141382180478,0.1015008239305047,0.9556342428660696,55.0,5386731.049180328,0.305333136265495
20260319,0.3567934234023623,0.3567934234023623,0.3782672017133106,0.0514602871368673,523586.0,0.0,0.0,14106.0,-0.146825181247743,6546.149999999992,0.0,548061.0,-24475.0,0.4674556213017751,0.0,8.795477687780383e-10,0.0047916777468059,0.2387400264128955,-0.0001582800639159,0.2830319373507021,0.9479275151010206,66.0,5372840.433333334,0.3567934234023623
20260320,0.2742254335442265,0.2742254335442265,0.2742254335442265,-0.0825679898581357,-363267.0,0.0,0.0,-54138.0,3.290931620317963,5610.099999999988,0.0,43987.0,-407254.0,0.4608548455353364,0.0,1.390112265528522e-09,0.0046633871533393,0.2491348672731468,-0.0050239138996422,-0.0404454759887981,0.9560508227452614,48.0,5401655.377049181,-0.0440855547371043
20260323,0.2422052055654925,0.2422052055654925,0.2866713277084332,2.775557561562892e-17,-833480.0,0.0,0.0,-6680.0,-8.735106047818306,5385.05,0.0,-694584.0,-138896.0,0.5202788339670469,0.0,1.4104366783600562e-09,0.0056522082976666,0.2048602778671314,0.0012675336145126,0.4658385871405792,0.956268221574344,79.0,5436954.3,-0.0444694457718217
20260324,0.299209562950819,0.299209562950819,0.299209562950819,0.0570043573853265,657014.0,0.0,0.0,28339.0,8.889035333784037,6070.699999999979,0.0,473163.0,183851.0,0.441014799154334,0.0,1.611509476384195e-09,0.004688796945401,0.2280766637330601,0.0051050263247967,0.0906202511803499,0.9423036867319308,54.0,5497436.766666667,-0.0159213355680729
20260325,0.3150753985414524,0.3150753985414524,0.3291285440054483,0.0158658355906334,714256.0,0.0,0.0,90764.0,0.8175629524472979,5248.399999999994,0.0,342156.0,372100.0,0.4628885599492493,0.0,-1.260793866890152e-09,0.0049047786269127,0.2301262395032357,0.0127707078755609,0.1425700850537322,0.957092272443241,57.0,5501763.333333334,0.0080725234758587
20260326,0.2854157779810059,0.2854157779810059,0.2854157779810059,-0.0296596205604464,506821.0,0.0,0.0,16519.0,11.859002177885978,6876.749999999998,0.0,132142.0,374679.0,0.4618312539648974,0.0,8.893349620061945e-10,0.0046466592128379,0.2497930244640468,0.0003676279671898,-0.0048113073855729,0.946886065403041,49.0,5527556.9,-0.0287815267742806
