trade_date,ms_vpin_raw,ms_vpin_filtered,ms_vpin_max,ms_ofi_daily,ms_ofi_240,ms_kyle_lambda,ms_vs_max,ms_sv_240
20260211,0.1919075337529421,0.1919075337529421,0.1919075337529421,,,1.0534018484297622e-07,8.642499832857247,-52264.9584484589
