trade_date,ms_vpin_raw,ms_vpin_filtered,ms_vpin_max,ms_ofi_daily,ms_ofi_240,ms_kyle_lambda,ms_vs_max,ms_sv_240
20260211,0.2429881137014437,0.2429881137014437,0.2429881137014437,0.0,0.0,2.574702763626369e-07,9.631734047197687,38650.77975612854
